"","Airline_ID","Airline_ID..2","Source_Airport","Source_Airport_ID","Des_Airport","Des_Airport_ID","Codeshare","Stops","Equipment","name_source","city_source","Country","IATA","ICAO","name_des","city_des"
"1","3021","3021","KIX","3992","MNL","2397","",0,"320","Kansai International Airport","Osaka","Japan","KIX","RJBB","Ninoy Aquino International Airport","Manila"
"2","3021","3021","KIX","3992","TPE","2276","",0,"320","Kansai International Airport","Osaka","Japan","KIX","RJBB","Taiwan Taoyuan International Airport","Taipei"
"3","1683","1683","KIX","3992","MNL","2397","",0,"320","Kansai International Airport","Osaka","Japan","KIX","RJBB","Ninoy Aquino International Airport","Manila"
"4","1683","1683","NGO","3942","MNL","2397","",0,"320","Chubu Centrair International Airport","Nagoya","Japan","NGO","RJGG","Ninoy Aquino International Airport","Manila"
"5","1683","1683","NRT","2279","MNL","2397","",0,"320","Narita International Airport","Tokyo","Japan","NRT","RJAA","Ninoy Aquino International Airport","Manila"
"6","2994","2994","FUK","2305","ICN","3930","",0,"737","Fukuoka Airport","Fukuoka","Japan","FUK","RJFF","Incheon International Airport","Seoul"
"7","2994","2994","KIX","3992","GMP","2378","",0,"737","Kansai International Airport","Osaka","Japan","KIX","RJBB","Gimpo International Airport","Seoul"
"8","2994","2994","KIX","3992","ICN","3930","",0,"737","Kansai International Airport","Osaka","Japan","KIX","RJBB","Incheon International Airport","Seoul"
"9","2994","2994","NGO","3942","GMP","2378","",0,"737","Chubu Centrair International Airport","Nagoya","Japan","NGO","RJGG","Gimpo International Airport","Seoul"
"10","2994","2994","NGO","3942","ICN","3930","",0,"737","Chubu Centrair International Airport","Nagoya","Japan","NGO","RJGG","Incheon International Airport","Seoul"
"11","2994","2994","NRT","2279","ICN","3930","",0,"737","Narita International Airport","Tokyo","Japan","NRT","RJAA","Incheon International Airport","Seoul"
"12","4388","4388","FUK","2305","HND","2359","",0,"320","Fukuoka Airport","Fukuoka","Japan","FUK","RJFF","Tokyo Haneda International Airport","Tokyo"
"13","4388","4388","HND","2359","FUK","2305","",0,"320","Tokyo Haneda International Airport","Tokyo","Japan","HND","RJTT","Fukuoka Airport","Fukuoka"
"14","4388","4388","HND","2359","KIX","3992","",0,"320","Tokyo Haneda International Airport","Tokyo","Japan","HND","RJTT","Kansai International Airport","Osaka"
"15","4388","4388","HND","2359","KKJ","2311","",0,"320","Tokyo Haneda International Airport","Tokyo","Japan","HND","RJTT","Kitakyushu Airport","Kitakyushu"
"16","4388","4388","KIX","3992","HND","2359","",0,"320","Kansai International Airport","Osaka","Japan","KIX","RJBB","Tokyo Haneda International Airport","Tokyo"
"17","4388","4388","KKJ","2311","HND","2359","",0,"320","Kitakyushu Airport","Kitakyushu","Japan","KKJ","RJFR","Tokyo Haneda International Airport","Tokyo"
"18","15999","15999","HSG","5996","PVG","3406","",0,"320","Saga Airport","Saga","Japan","HSG","RJFS","Shanghai Pudong International Airport","Shanghai"
"19","15999","15999","IBR","2281","PVG","3406","",0,"320","Hyakuri Airport","Ibaraki","Japan","IBR","RJAH","Shanghai Pudong International Airport","Shanghai"
"20","15999","15999","KIX","3992","PVG","3406","",0,"320","Kansai International Airport","Osaka","Japan","KIX","RJBB","Shanghai Pudong International Airport","Shanghai"
"21","15999","15999","TAK","2337","PVG","3406","",0,"320","Takamatsu Airport","Takamatsu","Japan","TAK","RJOT","Shanghai Pudong International Airport","Shanghai"
"22","3000","3000","NRT","2279","BOM","2997","Y",0,"737","Narita International Airport","Tokyo","Japan","NRT","RJAA","Chhatrapati Shivaji International Airport","Mumbai"
"23","24","24","CTS","2287","NRT","2279","",0,"773","New Chitose Airport","Sapporo","Japan","CTS","RJCC","Narita International Airport","Tokyo"
"24","24","24","FUK","2305","NRT","2279","",0,"737","Fukuoka Airport","Fukuoka","Japan","FUK","RJFF","Narita International Airport","Tokyo"
"25","24","24","HND","2359","HNL","3728","",0,"777","Tokyo Haneda International Airport","Tokyo","Japan","HND","RJTT","Honolulu International Airport","Honolulu"
"26","24","24","HND","2359","SFO","3469","",0,"787","Tokyo Haneda International Airport","Tokyo","Japan","HND","RJTT","San Francisco International Airport","San Francisco"
"27","24","24","ITM","2334","NRT","2279","",0,"773 737","Osaka International Airport","Osaka","Japan","ITM","RJOO","Narita International Airport","Tokyo"
"28","24","24","KIX","3992","HNL","3728","",0,"777","Kansai International Airport","Osaka","Japan","KIX","RJBB","Honolulu International Airport","Honolulu"
"29","24","24","NGO","3942","HNL","3728","",0,"777","Chubu Centrair International Airport","Nagoya","Japan","NGO","RJGG","Honolulu International Airport","Honolulu"
"30","24","24","NGO","3942","NRT","2279","",0,"787","Chubu Centrair International Airport","Nagoya","Japan","NGO","RJGG","Narita International Airport","Tokyo"
"31","24","24","NRT","2279","BKK","3885","",0,"763","Narita International Airport","Tokyo","Japan","NRT","RJAA","Suvarnabhumi Airport","Bangkok"
"32","24","24","NRT","2279","BOS","3448","",0,"787","Narita International Airport","Tokyo","Japan","NRT","RJAA","General Edward Lawrence Logan International Airport","Boston"
"33","24","24","NRT","2279","CTS","2287","",0,"773","Narita International Airport","Tokyo","Japan","NRT","RJAA","New Chitose Airport","Sapporo"
"34","24","24","NRT","2279","DFW","3670","",0,"777","Narita International Airport","Tokyo","Japan","NRT","RJAA","Dallas Fort Worth International Airport","Dallas-Fort Worth"
"35","24","24","NRT","2279","FUK","2305","",0,"737","Narita International Airport","Tokyo","Japan","NRT","RJAA","Fukuoka Airport","Fukuoka"
"36","24","24","NRT","2279","HAN","3199","",0,"763","Narita International Airport","Tokyo","Japan","NRT","RJAA","Noi Bai International Airport","Hanoi"
"37","24","24","NRT","2279","HKG","3077","",0,"763","Narita International Airport","Tokyo","Japan","NRT","RJAA","Chek Lap Kok International Airport","Hong Kong"
"38","24","24","NRT","2279","HNL","3728","",0,"787 777","Narita International Airport","Tokyo","Japan","NRT","RJAA","Honolulu International Airport","Honolulu"
"39","24","24","NRT","2279","ICN","3930","",0,"737","Narita International Airport","Tokyo","Japan","NRT","RJAA","Incheon International Airport","Seoul"
"40","24","24","NRT","2279","ITM","2334","",0,"737 773","Narita International Airport","Tokyo","Japan","NRT","RJAA","Osaka International Airport","Osaka"
"41","24","24","NRT","2279","JFK","3797","",0,"773 787","Narita International Airport","Tokyo","Japan","NRT","RJAA","John F Kennedy International Airport","New York"
"42","24","24","NRT","2279","KHH","2264","",0,"763","Narita International Airport","Tokyo","Japan","NRT","RJAA","Kaohsiung International Airport","Kaohsiung"
"43","24","24","NRT","2279","KUL","3304","",0,"763","Narita International Airport","Tokyo","Japan","NRT","RJAA","Kuala Lumpur International Airport","Kuala Lumpur"
"44","24","24","NRT","2279","LAX","3484","",0,"777 773","Narita International Airport","Tokyo","Japan","NRT","RJAA","Los Angeles International Airport","Los Angeles"
"45","24","24","NRT","2279","NGO","3942","",0,"787","Narita International Airport","Tokyo","Japan","NRT","RJAA","Chubu Centrair International Airport","Nagoya"
"46","24","24","NRT","2279","ORD","3830","",0,"773 777","Narita International Airport","Tokyo","Japan","NRT","RJAA","Chicago O'Hare International Airport","Chicago"
"47","24","24","NRT","2279","PUS","2372","",0,"737","Narita International Airport","Tokyo","Japan","NRT","RJAA","Gimhae International Airport","Busan"
"48","24","24","NRT","2279","SAN","3731","",0,"787","Narita International Airport","Tokyo","Japan","NRT","RJAA","San Diego International Airport","San Diego"
"49","24","24","NRT","2279","SGN","3205","",0,"763","Narita International Airport","Tokyo","Japan","NRT","RJAA","Tan Son Nhat International Airport","Ho Chi Minh City"
"50","24","24","NRT","2279","SIN","3316","",0,"763","Narita International Airport","Tokyo","Japan","NRT","RJAA","Singapore Changi Airport","Singapore"
"51","24","24","NRT","2279","TPE","2276","",0,"737","Narita International Airport","Tokyo","Japan","NRT","RJAA","Taiwan Taoyuan International Airport","Taipei"
"52","24","24","NRT","2279","YVR","156","",0,"787","Narita International Airport","Tokyo","Japan","NRT","RJAA","Vancouver International Airport","Vancouver"
"53","330","330","HND","2359","YVR","156","",0,"763","Tokyo Haneda International Airport","Tokyo","Japan","HND","RJTT","Vancouver International Airport","Vancouver"
"54","330","330","NRT","2279","BKK","3885","Y",0,"777","Narita International Airport","Tokyo","Japan","NRT","RJAA","Suvarnabhumi Airport","Bangkok"
"55","330","330","NRT","2279","YVR","156","",0,"763","Narita International Airport","Tokyo","Japan","NRT","RJAA","Vancouver International Airport","Vancouver"
"56","330","330","NRT","2279","YYC","178","",0,"763","Narita International Airport","Tokyo","Japan","NRT","RJAA","Calgary International Airport","Calgary"
"57","330","330","NRT","2279","YYZ","193","",0,"77W","Narita International Airport","Tokyo","Japan","NRT","RJAA","Lester B. Pearson International Airport","Toronto"
"58","3392","3392","OKA","2384","RMQ","2268","",0,"E90","Naha Airport","Okinawa","Japan","OKA","ROAH","Taichung Ching Chuang Kang Airport","Taichung"
"59","137","137","HND","2359","CDG","1382","",0,"772 77W","Tokyo Haneda International Airport","Tokyo","Japan","HND","RJTT","Charles de Gaulle International Airport","Paris"
"60","137","137","KIX","3992","CDG","1382","",0,"772 77W","Kansai International Airport","Osaka","Japan","KIX","RJBB","Charles de Gaulle International Airport","Paris"
"61","137","137","NRT","2279","CDG","1382","",0,"77W 788 388","Narita International Airport","Tokyo","Japan","NRT","RJAA","Charles de Gaulle International Airport","Paris"
"62","137","137","NRT","2279","SPN","2244","Y",0,"752","Narita International Airport","Tokyo","Japan","NRT","RJAA","Saipan International Airport","Saipan"
"63","218","218","KIX","3992","HKG","3077","",0,"788","Kansai International Airport","Osaka","Japan","KIX","RJBB","Chek Lap Kok International Airport","Hong Kong"
"64","218","218","NRT","2279","DEL","3093","",0,"788","Narita International Airport","Tokyo","Japan","NRT","RJAA","Indira Gandhi International Airport","Delhi"
"65","218","218","NRT","2279","LAX","3484","Y",0,"388","Narita International Airport","Tokyo","Japan","NRT","RJAA","Los Angeles International Airport","Los Angeles"
"66","218","218","NRT","2279","SIN","3316","Y",0,"388","Narita International Airport","Tokyo","Japan","NRT","RJAA","Singapore Changi Airport","Singapore"
"67","321","321","NRT","2279","MEX","1824","",0,"787","Narita International Airport","Tokyo","Japan","NRT","RJAA","Licenciado Benito Juarez International Airport","Mexico City"
"68","2350","2350","KIX","3992","HEL","421","",0,"333","Kansai International Airport","Osaka","Japan","KIX","RJBB","Helsinki Vantaa Airport","Helsinki"
"69","2350","2350","NGO","3942","HEL","421","",0,"333","Chubu Centrair International Airport","Nagoya","Japan","NGO","RJGG","Helsinki Vantaa Airport","Helsinki"
"70","2350","2350","NRT","2279","HEL","421","",0,"788 333","Narita International Airport","Tokyo","Japan","NRT","RJAA","Helsinki Vantaa Airport","Helsinki"
"71","596","596","KIX","3992","FCO","1555","",0,"330","Kansai International Airport","Osaka","Japan","KIX","RJBB","Leonardo da Vinci–Fiumicino Airport","Rome"
"72","596","596","NRT","2279","FCO","1555","",0,"772","Narita International Airport","Tokyo","Japan","NRT","RJAA","Leonardo da Vinci–Fiumicino Airport","Rome"
"73","596","596","NRT","2279","MXP","1524","",0,"772","Narita International Airport","Tokyo","Japan","NRT","RJAA","Malpensa International Airport","Milano"
"74","596","596","NRT","2279","VCE","1551","",0,"772","Narita International Airport","Tokyo","Japan","NRT","RJAA","Venice Marco Polo Airport","Venice"
"75","1355","1355","HND","2359","LHR","507","",0,"777","Tokyo Haneda International Airport","Tokyo","Japan","HND","RJTT","London Heathrow Airport","London"
"76","1355","1355","NRT","2279","LHR","507","",0,"777","Narita International Airport","Tokyo","Japan","NRT","RJAA","London Heathrow Airport","London"
"77","4740","4740","CTS","2287","FUK","2305","",0,"737","New Chitose Airport","Sapporo","Japan","CTS","RJCC","Fukuoka Airport","Fukuoka"
"78","4740","4740","CTS","2287","HND","2359","",0,"737","New Chitose Airport","Sapporo","Japan","CTS","RJCC","Tokyo Haneda International Airport","Tokyo"
"79","4740","4740","CTS","2287","IBR","2281","",0,"737","New Chitose Airport","Sapporo","Japan","CTS","RJCC","Hyakuri Airport","Ibaraki"
"80","4740","4740","CTS","2287","NGO","3942","",0,"737","New Chitose Airport","Sapporo","Japan","CTS","RJCC","Chubu Centrair International Airport","Nagoya"
"81","4740","4740","CTS","2287","NRT","2279","",0,"737","New Chitose Airport","Sapporo","Japan","CTS","RJCC","Narita International Airport","Tokyo"
"82","4740","4740","CTS","2287","SDJ","2347","",0,"737","New Chitose Airport","Sapporo","Japan","CTS","RJCC","Sendai Airport","Sendai"
"83","4740","4740","CTS","2287","UKB","3943","",0,"737","New Chitose Airport","Sapporo","Japan","CTS","RJCC","Kobe Airport","Kobe"
"84","4740","4740","CTS","2287","YGJ","2330","",0,"737","New Chitose Airport","Sapporo","Japan","CTS","RJCC","Miho Yonago Airport","Miho"
"85","4740","4740","FUK","2305","CTS","2287","",0,"737","Fukuoka Airport","Fukuoka","Japan","FUK","RJFF","New Chitose Airport","Sapporo"
"86","4740","4740","FUK","2305","HND","2359","",0,"737","Fukuoka Airport","Fukuoka","Japan","FUK","RJFF","Tokyo Haneda International Airport","Tokyo"
"87","4740","4740","FUK","2305","IBR","2281","",0,"737","Fukuoka Airport","Fukuoka","Japan","FUK","RJFF","Hyakuri Airport","Ibaraki"
"88","4740","4740","FUK","2305","OKA","2384","",0,"737","Fukuoka Airport","Fukuoka","Japan","FUK","RJFF","Naha Airport","Okinawa"
"89","4740","4740","FUK","2305","SDJ","2347","",0,"737","Fukuoka Airport","Fukuoka","Japan","FUK","RJFF","Sendai Airport","Sendai"
"90","4740","4740","HND","2359","CTS","2287","",0,"737","Tokyo Haneda International Airport","Tokyo","Japan","HND","RJTT","New Chitose Airport","Sapporo"
"91","4740","4740","HND","2359","FUK","2305","",0,"737","Tokyo Haneda International Airport","Tokyo","Japan","HND","RJTT","Fukuoka Airport","Fukuoka"
"92","4740","4740","HND","2359","KOJ","2307","",0,"737","Tokyo Haneda International Airport","Tokyo","Japan","HND","RJTT","Kagoshima Airport","Kagoshima"
"93","4740","4740","HND","2359","OKA","2384","",0,"737","Tokyo Haneda International Airport","Tokyo","Japan","HND","RJTT","Naha Airport","Okinawa"
"94","4740","4740","HND","2359","UKB","3943","",0,"737","Tokyo Haneda International Airport","Tokyo","Japan","HND","RJTT","Kobe Airport","Kobe"
"95","4740","4740","HND","2359","YGJ","2330","",0,"737","Tokyo Haneda International Airport","Tokyo","Japan","HND","RJTT","Miho Yonago Airport","Miho"
"96","4740","4740","IBR","2281","CTS","2287","",0,"737","Hyakuri Airport","Ibaraki","Japan","IBR","RJAH","New Chitose Airport","Sapporo"
"97","4740","4740","IBR","2281","FUK","2305","",0,"737","Hyakuri Airport","Ibaraki","Japan","IBR","RJAH","Fukuoka Airport","Fukuoka"
"98","4740","4740","IBR","2281","NGO","3942","",0,"737","Hyakuri Airport","Ibaraki","Japan","IBR","RJAH","Chubu Centrair International Airport","Nagoya"
"99","4740","4740","IBR","2281","UKB","3943","",0,"737","Hyakuri Airport","Ibaraki","Japan","IBR","RJAH","Kobe Airport","Kobe"
"100","4740","4740","ISG","2387","OKA","2384","",0,"737","Ishigaki Airport","Ishigaki","Japan","ISG","ROIG","Naha Airport","Okinawa"
"101","4740","4740","KOJ","2307","HND","2359","",0,"737","Kagoshima Airport","Kagoshima","Japan","KOJ","RJFK","Tokyo Haneda International Airport","Tokyo"
"102","4740","4740","KOJ","2307","UKB","3943","",0,"737","Kagoshima Airport","Kagoshima","Japan","KOJ","RJFK","Kobe Airport","Kobe"
"103","4740","4740","MMY","2390","OKA","2384","",0,"737","Miyako Airport","Miyako","Japan","MMY","ROMY","Naha Airport","Okinawa"
"104","4740","4740","NGO","3942","CTS","2287","",0,"737","Chubu Centrair International Airport","Nagoya","Japan","NGO","RJGG","New Chitose Airport","Sapporo"
"105","4740","4740","NGO","3942","IBR","2281","",0,"737","Chubu Centrair International Airport","Nagoya","Japan","NGO","RJGG","Hyakuri Airport","Ibaraki"
"106","4740","4740","NGO","3942","OKA","2384","",0,"737","Chubu Centrair International Airport","Nagoya","Japan","NGO","RJGG","Naha Airport","Okinawa"
"107","4740","4740","NGS","2313","UKB","3943","",0,"737","Nagasaki Airport","Nagasaki","Japan","NGS","RJFU","Kobe Airport","Kobe"
"108","4740","4740","NRT","2279","CTS","2287","",0,"737","Narita International Airport","Tokyo","Japan","NRT","RJAA","New Chitose Airport","Sapporo"
"109","4740","4740","NRT","2279","OKA","2384","",0,"737","Narita International Airport","Tokyo","Japan","NRT","RJAA","Naha Airport","Okinawa"
"110","4740","4740","NRT","2279","YGJ","2330","",0,"737","Narita International Airport","Tokyo","Japan","NRT","RJAA","Miho Yonago Airport","Miho"
"111","4740","4740","OKA","2384","FUK","2305","",0,"737","Naha Airport","Okinawa","Japan","OKA","ROAH","Fukuoka Airport","Fukuoka"
"112","4740","4740","OKA","2384","HND","2359","",0,"737","Naha Airport","Okinawa","Japan","OKA","ROAH","Tokyo Haneda International Airport","Tokyo"
"113","4740","4740","OKA","2384","ISG","2387","",0,"737","Naha Airport","Okinawa","Japan","OKA","ROAH","Ishigaki Airport","Ishigaki"
"114","4740","4740","OKA","2384","MMY","2390","",0,"737","Naha Airport","Okinawa","Japan","OKA","ROAH","Miyako Airport","Miyako"
"115","4740","4740","OKA","2384","NGO","3942","",0,"737","Naha Airport","Okinawa","Japan","OKA","ROAH","Chubu Centrair International Airport","Nagoya"
"116","4740","4740","OKA","2384","NRT","2279","",0,"737","Naha Airport","Okinawa","Japan","OKA","ROAH","Narita International Airport","Tokyo"
"117","4740","4740","OKA","2384","UKB","3943","",0,"737","Naha Airport","Okinawa","Japan","OKA","ROAH","Kobe Airport","Kobe"
"118","4740","4740","OKA","2384","YGJ","2330","",0,"737","Naha Airport","Okinawa","Japan","OKA","ROAH","Miho Yonago Airport","Miho"
"119","4740","4740","SDJ","2347","CTS","2287","",0,"737","Sendai Airport","Sendai","Japan","SDJ","RJSS","New Chitose Airport","Sapporo"
"120","4740","4740","SDJ","2347","FUK","2305","",0,"737","Sendai Airport","Sendai","Japan","SDJ","RJSS","Fukuoka Airport","Fukuoka"
"121","4740","4740","SDJ","2347","UKB","3943","",0,"737","Sendai Airport","Sendai","Japan","SDJ","RJSS","Kobe Airport","Kobe"
"122","4740","4740","UKB","3943","CTS","2287","",0,"737","Kobe Airport","Kobe","Japan","UKB","RJBE","New Chitose Airport","Sapporo"
"123","4740","4740","UKB","3943","HND","2359","",0,"737","Kobe Airport","Kobe","Japan","UKB","RJBE","Tokyo Haneda International Airport","Tokyo"
"124","4740","4740","UKB","3943","IBR","2281","",0,"737","Kobe Airport","Kobe","Japan","UKB","RJBE","Hyakuri Airport","Ibaraki"
"125","4740","4740","UKB","3943","KOJ","2307","",0,"737","Kobe Airport","Kobe","Japan","UKB","RJBE","Kagoshima Airport","Kagoshima"
"126","4740","4740","UKB","3943","NGS","2313","",0,"737","Kobe Airport","Kobe","Japan","UKB","RJBE","Nagasaki Airport","Nagasaki"
"127","4740","4740","UKB","3943","OKA","2384","",0,"737","Kobe Airport","Kobe","Japan","UKB","RJBE","Naha Airport","Okinawa"
"128","4740","4740","UKB","3943","SDJ","2347","",0,"737","Kobe Airport","Kobe","Japan","UKB","RJBE","Sendai Airport","Sendai"
"129","4740","4740","UKB","3943","YGJ","2330","",0,"737","Kobe Airport","Kobe","Japan","UKB","RJBE","Miho Yonago Airport","Miho"
"130","4740","4740","YGJ","2330","CTS","2287","",0,"737","Miho Yonago Airport","Miho","Japan","YGJ","RJOH","New Chitose Airport","Sapporo"
"131","4740","4740","YGJ","2330","HND","2359","",0,"737","Miho Yonago Airport","Miho","Japan","YGJ","RJOH","Tokyo Haneda International Airport","Tokyo"
"132","4740","4740","YGJ","2330","NRT","2279","",0,"737","Miho Yonago Airport","Miho","Japan","YGJ","RJOH","Narita International Airport","Tokyo"
"133","4740","4740","YGJ","2330","OKA","2384","",0,"737","Miho Yonago Airport","Miho","Japan","YGJ","RJOH","Naha Airport","Okinawa"
"134","4740","4740","YGJ","2330","UKB","3943","",0,"737","Miho Yonago Airport","Miho","Japan","YGJ","RJOH","Kobe Airport","Kobe"
"135","2091","2091","AKJ","2299","TPE","2276","",0,"332","Asahikawa Airport","Asahikawa","Japan","AKJ","RJEC","Taiwan Taoyuan International Airport","Taipei"
"136","2091","2091","CTS","2287","TPE","2276","",0,"332","New Chitose Airport","Sapporo","Japan","CTS","RJCC","Taiwan Taoyuan International Airport","Taipei"
"137","2091","2091","FUK","2305","TPE","2276","",0,"332 333","Fukuoka Airport","Fukuoka","Japan","FUK","RJFF","Taiwan Taoyuan International Airport","Taipei"
"138","2091","2091","HKD","2288","TPE","2276","",0,"332","Hakodate Airport","Hakodate","Japan","HKD","RJCH","Taiwan Taoyuan International Airport","Taipei"
"139","2091","2091","HND","2359","TSA","2275","",0,"333","Tokyo Haneda International Airport","Tokyo","Japan","HND","RJTT","Taipei Songshan Airport","Taipei"
"140","2091","2091","KIX","3992","TPE","2276","",0,"332 321","Kansai International Airport","Osaka","Japan","KIX","RJBB","Taiwan Taoyuan International Airport","Taipei"
"141","2091","2091","KMQ","2322","TPE","2276","",0,"321 332","Komatsu Airport","Kanazawa","Japan","KMQ","RJNK","Taiwan Taoyuan International Airport","Taipei"
"142","2091","2091","NRT","2279","KHH","2264","",0,"321","Narita International Airport","Tokyo","Japan","NRT","RJAA","Kaohsiung International Airport","Kaohsiung"
"143","2091","2091","NRT","2279","TPE","2276","",0,"321 332","Narita International Airport","Tokyo","Japan","NRT","RJAA","Taiwan Taoyuan International Airport","Taipei"
"144","2091","2091","OKJ","2327","TPE","2276","Y",0,"M90","Okayama Airport","Okayama","Japan","OKJ","RJOB","Taiwan Taoyuan International Airport","Taipei"
"145","2091","2091","SDJ","2347","TPE","2276","",0,"321","Sendai Airport","Sendai","Japan","SDJ","RJSS","Taiwan Taoyuan International Airport","Taipei"
"146","5982","5982","FUK","2305","PUS","2372","",0,"320","Fukuoka Airport","Fukuoka","Japan","FUK","RJFF","Gimhae International Airport","Busan"
"147","5982","5982","KIX","3992","PUS","2372","",0,"321","Kansai International Airport","Osaka","Japan","KIX","RJBB","Gimhae International Airport","Busan"
"148","5982","5982","NRT","2279","PUS","2372","",0,"321","Narita International Airport","Tokyo","Japan","NRT","RJAA","Gimhae International Airport","Busan"
"149","751","751","CTS","2287","PEK","3364","",0,"738","New Chitose Airport","Sapporo","Japan","CTS","RJCC","Beijing Capital International Airport","Beijing"
"150","751","751","FUK","2305","DLC","3404","",0,"738","Fukuoka Airport","Fukuoka","Japan","FUK","RJFF","Zhoushuizi Airport","Dalian"
"151","751","751","FUK","2305","PVG","3406","",0,"320","Fukuoka Airport","Fukuoka","Japan","FUK","RJFF","Shanghai Pudong International Airport","Shanghai"
"152","751","751","HIJ","2326","DLC","3404","",0,"738","Hiroshima Airport","Hiroshima","Japan","HIJ","RJOA","Zhoushuizi Airport","Dalian"
"153","751","751","HND","2359","PEK","3364","",0,"321 330","Tokyo Haneda International Airport","Tokyo","Japan","HND","RJTT","Beijing Capital International Airport","Beijing"
"154","751","751","HND","2359","SHA","3391","Y",0,"777","Tokyo Haneda International Airport","Tokyo","Japan","HND","RJTT","Shanghai Hongqiao International Airport","Shanghai"
"155","751","751","KIX","3992","DLC","3404","",0,"738","Kansai International Airport","Osaka","Japan","KIX","RJBB","Zhoushuizi Airport","Dalian"
"156","751","751","KIX","3992","HGH","3386","Y",0,"737","Kansai International Airport","Osaka","Japan","KIX","RJBB","Hangzhou Xiaoshan International Airport","Hangzhou"
"157","751","751","KIX","3992","PEK","3364","",0,"321 738","Kansai International Airport","Osaka","Japan","KIX","RJBB","Beijing Capital International Airport","Beijing"
"158","751","751","KIX","3992","PVG","3406","",0,"320 330","Kansai International Airport","Osaka","Japan","KIX","RJBB","Shanghai Pudong International Airport","Shanghai"
"159","751","751","KIX","3992","TAO","3390","Y",0,"763","Kansai International Airport","Osaka","Japan","KIX","RJBB","Liuting Airport","Qingdao"
"160","751","751","KIX","3992","TNA","4108","Y",0,"738","Kansai International Airport","Osaka","Japan","KIX","RJBB","Yaoqiang Airport","Jinan"
"161","751","751","NGO","3942","PEK","3364","",0,"738","Chubu Centrair International Airport","Nagoya","Japan","NGO","RJGG","Beijing Capital International Airport","Beijing"
"162","751","751","NGO","3942","PVG","3406","",0,"319","Chubu Centrair International Airport","Nagoya","Japan","NGO","RJGG","Shanghai Pudong International Airport","Shanghai"
"163","751","751","NRT","2279","CAN","3370","Y",0,"763","Narita International Airport","Tokyo","Japan","NRT","RJAA","Guangzhou Baiyun International Airport","Guangzhou"
"164","751","751","NRT","2279","CTU","3395","Y",0,"763","Narita International Airport","Tokyo","Japan","NRT","RJAA","Chengdu Shuangliu International Airport","Chengdu"
"165","751","751","NRT","2279","DLC","3404","",0,"738","Narita International Airport","Tokyo","Japan","NRT","RJAA","Zhoushuizi Airport","Dalian"
"166","751","751","NRT","2279","HGH","3386","Y",0,"737","Narita International Airport","Tokyo","Japan","NRT","RJAA","Hangzhou Xiaoshan International Airport","Hangzhou"
"167","751","751","NRT","2279","PEK","3364","",0,"320 321 738","Narita International Airport","Tokyo","Japan","NRT","RJAA","Beijing Capital International Airport","Beijing"
"168","751","751","NRT","2279","PVG","3406","",0,"738 321","Narita International Airport","Tokyo","Japan","NRT","RJAA","Shanghai Pudong International Airport","Shanghai"
"169","751","751","NRT","2279","SHE","4144","Y",0,"737","Narita International Airport","Tokyo","Japan","NRT","RJAA","Taoxian Airport","Shenyang"
"170","751","751","NRT","2279","TAO","3390","Y",0,"763","Narita International Airport","Tokyo","Japan","NRT","RJAA","Liuting Airport","Qingdao"
"171","751","751","NRT","2279","XMN","3383","Y",0,"763","Narita International Airport","Tokyo","Japan","NRT","RJAA","Xiamen Gaoqi International Airport","Xiamen"
"172","751","751","OKA","2384","PEK","3364","",0,"738","Naha Airport","Okinawa","Japan","OKA","ROAH","Beijing Capital International Airport","Beijing"
"173","751","751","SDJ","2347","PVG","3406","",0,"738","Sendai Airport","Sendai","Japan","SDJ","RJSS","Shanghai Pudong International Airport","Shanghai"
"174","1756","1756","CTS","2287","TPE","2276","",0,"744 738","New Chitose Airport","Sapporo","Japan","CTS","RJCC","Taiwan Taoyuan International Airport","Taipei"
"175","1756","1756","FUK","2305","TPE","2276","",0,"333 744 738 343","Fukuoka Airport","Fukuoka","Japan","FUK","RJFF","Taiwan Taoyuan International Airport","Taipei"
"176","1756","1756","HIJ","2326","TPE","2276","",0,"738","Hiroshima Airport","Hiroshima","Japan","HIJ","RJOA","Taiwan Taoyuan International Airport","Taipei"
"177","1756","1756","HND","2359","TSA","2275","",0,"333","Tokyo Haneda International Airport","Tokyo","Japan","HND","RJTT","Taipei Songshan Airport","Taipei"
"178","1756","1756","ISG","2387","TPE","2276","",0,"738","Ishigaki Airport","Ishigaki","Japan","ISG","ROIG","Taiwan Taoyuan International Airport","Taipei"
"179","1756","1756","KIX","3992","JFK","3797","",0,"744","Kansai International Airport","Osaka","Japan","KIX","RJBB","John F Kennedy International Airport","New York"
"180","1756","1756","KIX","3992","KHH","2264","",0,"738","Kansai International Airport","Osaka","Japan","KIX","RJBB","Kaohsiung International Airport","Kaohsiung"
"181","1756","1756","KIX","3992","RMQ","2268","",0,"738","Kansai International Airport","Osaka","Japan","KIX","RJBB","Taichung Ching Chuang Kang Airport","Taichung"
"182","1756","1756","KIX","3992","TPE","2276","",0,"333 744 343","Kansai International Airport","Osaka","Japan","KIX","RJBB","Taiwan Taoyuan International Airport","Taipei"
"183","1756","1756","KMI","2308","TPE","2276","",0,"738","Miyazaki Airport","Miyazaki","Japan","KMI","RJFM","Taiwan Taoyuan International Airport","Taipei"
"184","1756","1756","KOJ","2307","TPE","2276","",0,"738","Kagoshima Airport","Kagoshima","Japan","KOJ","RJFK","Taiwan Taoyuan International Airport","Taipei"
